MNXM1062	2-acetamido-5-oxopentanoate	M_acg5sa_c	C7H10NO4	172.1591	-1	chebi:11493;chebi:12461;chebi:12577;chebi:16319;chebi:21551;chebi:29123;chebi:7152;bigg:acg5sa;hmdb:HMDB06488;kegg:C01250;metacyc:CPD-469;sabiork:2267;seed:cpd00918
MNXM107	nitrite	M_no2_c;M_no2_e;M_no2_p	NO2	46.006	-1	chebi:14658;chebi:16301;chebi:25567;chebi:44396;chebi:7585;bigg:no2;deprecated:MNXM93693;envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/84af9b8c-5f58-4093-85cb-964ba8ed40b7;hmdb:HMDB02786;kegg:C00088;metacyc:NITRITE;reactome:1222379;sabiork:3058;seed:cpd00075
MNXM108	hexadecanoate	M_hdca_c;M_hdca_e;M_hdca_p	C16H31O2	255.4167	-1	chebi:14730;chebi:15756;chebi:231736;chebi:233028;chebi:24540;chebi:24541;chebi:24542;chebi:24550;chebi:29889;chebi:35978;chebi:44952;chebi:7896;bigg:hdca;deprecated:MNXM107534;deprecated:MNXM89645;envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/dc7314a1-8e9a-410f-be4f-f7d8bf32b1cb;hmdb:HMDB00220;hmdb:HMDB60083;kegg:C00249;kegg:D05341;lipidmaps:LMFA01010001;lipidmaps:LMFA01010046;metacyc:PALMITATE;reactome:2453691;reactome:3632881;reactome:390435;reactome:426576;reactome:5690516;reactome:76168;sabiork:1990;seed:cpd00214;slm:000000510
MNXM1080	galactarate	M_galct__D_c;M_galct__D_e;M_galct__D_p	C6H8O8	208.124	-2	chebi:12929;chebi:14285;chebi:16537;chebi:17444;chebi:20944;chebi:24135;chebi:24136;chebi:24137;chebi:30852;chebi:33799;chebi:35390;chebi:4130;chebi:48871;chebi:5250;bigg:galct__D;bigg:galctr__D;deprecated:MNXM54125;hmdb:HMDB00639;hmdb:HMDB03435;kegg:C00879;lipidmaps:LMFA01170107;metacyc:D-GALACTARATE;seed:cpd00652
MNXM1088	N-carbamoyl-2-oxoglycine	M_oxur_c	C3H3N2O4	131.0675	-1	chebi:14706;chebi:16582;chebi:25736;chebi:25737;chebi:57824;chebi:7816;bigg:oxur;kegg:C00802;metacyc:CPD-389;sabiork:1877;seed:cpd00596
MNXM1089	P(1),P(4)-bis(5'-adenosyl) tetraphosphate	M_ap4a_c	C20H24N10O19P4	832.3574	-4	chebi:12726;chebi:12729;chebi:17422;chebi:21998;chebi:58141;chebi:7875;bigg:ap4a;deprecated:MNXM66267;hmdb:HMDB06502;kegg:C01260;metacyc:ADENOSYL-P4;sabiork:1707;seed:cpd00924
MNXM11	diphosphate	M_ppi_c	HO7P2	174.9529	-3	chebi:13420;chebi:18361;chebi:29888;chebi:33017;chebi:33018;chebi:33019;chebi:42009;chebi:45067;chebi:45208;chebi:45212;chebi:8683;bigg:ppi;deprecated:MNXM108377;deprecated:MNXM125030;deprecated:MNXM125031;deprecated:MNXM130127;deprecated:MNXM89571;deprecated:MNXM96409;hmdb:HMDB00250;kegg:C00013;metacyc:PPI;metacyc:PYROPHOSPHATE-GROUP;reactome:111294;reactome:1132084;reactome:113541;reactome:113542;reactome:159450;reactome:2046049;reactome:389593;reactome:6806656;reactome:8878981;reactome:8938078;sabiork:1267;seed:cpd00012;seed:cpd27828
MNXM1105	adenosylcob(III)inamide-GDP	M_agdpcbi_c	C68H95CoN21O21P2	1663.4913	-1	chebi:2479;chebi:60487;bigg:agdpcbi;deprecated:MNXM40303;deprecated:MNXM91474;hmdb:HMDB12185;kegg:C06510;metacyc:ADENOSYLCOBINAMIDE-GDP;seed:cpd03920
MNXM1106	aminoacetone	M_aact_c	C3H8NO	74.1012	1	chebi:13767;chebi:17906;chebi:19025;chebi:2648;chebi:42749;chebi:42849;chebi:58320;bigg:aact;envipath:5882df9c-dae1-4d80-a40e-db4724271456/compound/c7d3904a-a2ab-4e04-8933-d57d61dca653;hmdb:HMDB02134;hmdb:HMDB60177;kegg:C01888;metacyc:AMINO-ACETONE;seed:cpd01298
MNXM111	Fe(2+)	M_fe2_c;M_fe2_e;M_fe2_p	Fe	55.844	2	chebi:13319;chebi:13321;chebi:21129;chebi:24876;chebi:29033;chebi:34754;chebi:49599;bigg:fe2;deprecated:MNXM105788;hmdb:HMDB00692;kegg:C14818;metacyc:FE+2;sabiork:1275;seed:cpd10515
MNXM1119	S-methyl-L-methionine	M_mmet_c;M_mmet_e;M_mmet_p	C6H14NO2S	164.245	1	chebi:12772;chebi:17728;chebi:22057;chebi:58252;chebi:67050;chebi:8965;bigg:mmet;kegg:C03172;metacyc:CPD-397;reactome:4789070;sabiork:2689;seed:cpd02027
MNXM112	beta-D-galactose	M_gal_bD_e;M_gal_bD_p	C6H12O6	180.1559	0	chebi:10383;chebi:22774;chebi:27667;chebi:42776;chebi:42889;bigg:gal_bD;hmdb:HMDB03449;kegg:C00962;metacyc:GALACTOSE;sabiork:1377;seed:cpd00709
MNXM113	GMP	M_gmp_c;M_gmp_e;M_gmp_p	C10H12N5O8P	361.2058	-2	chebi:13341;chebi:14381;chebi:17345;chebi:24449;chebi:24450;chebi:29058;chebi:40119;chebi:42615;chebi:42647;chebi:42831;chebi:42887;chebi:42892;chebi:42979;chebi:47450;chebi:5228;chebi:58115;bigg:gmp;deprecated:MNXM89904;kegg:C00144;metacyc:GMP;sabiork:1309;seed:cpd00126
MNXM1130	3-(2,3-dihydroxyphenyl)-(2E)-propenoate	M_dhcinnm_c	C9H7O4	179.15	-1	chebi:32356;chebi:48681;chebi:58642;bigg:dhcinnm;envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/ca1afb6b-2124-4ca0-9740-8c757c0ea104;kegg:C12623;metacyc:CPD-10796;seed:cpd09254;seed:cpd29675
MNXM1132	2-succinylbenzoyl-CoA	M_sbzcoa_c	C32H39N7O20P3S	966.676	-5	chebi:12700;chebi:1279;chebi:12836;chebi:15509;chebi:19779;chebi:57364;bigg:sbzcoa;deprecated:MNXM8955;deprecated:MNXM90225;deprecated:MNXM91307;kegg:C03160;metacyc:CPD-6972;seed:cpd02021
MNXM1135	4-amino-2-methyl-5-(diphosphonooxymethyl)pyrimidine	M_2mahmp_c	C6H8N3O7P2	296.0928	-3	chebi:11612;chebi:1194;chebi:11953;chebi:16629;chebi:19684;chebi:20308;chebi:29079;chebi:57841;bigg:2mahmp;deprecated:MNXM91437;kegg:C04752;metacyc:AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP;sabiork:1832;seed:cpd02894
MNXM11353	diacetylchitobiose-6'-phosphate	M_chtbs6p_c	C16H27N2O14P	502.3654	-2	chebi:64883;chebi:64897;bigg:chit6p;bigg:chtbs6p;deprecated:MNXM148156;kegg:C21152;metacyc:DIACETYLCHITOBIOSE-6-PHOSPHATE;seed:cpd26854
MNXM114	L-proline	M_pro__L_c;M_pro__L_e;M_pro__L_p	C5H9NO2	115.1305	0	chebi:13154;chebi:17203;chebi:184637;chebi:21373;chebi:26271;chebi:32862;chebi:32864;chebi:32871;chebi:32872;chebi:42067;chebi:45040;chebi:45100;chebi:45159;chebi:58054;chebi:60039;chebi:6286;bigg:pro__L;deprecated:MNXM12756;deprecated:MNXM89766;deprecated:MNXM92612;deprecated:MNXM96442;hmdb:HMDB00162;kegg:C00148;kegg:C16435;kegg:D00035;metacyc:PRO;reactome:113538;reactome:352033;reactome:379717;sabiork:25536;sabiork:82;seed:cpd00129;seed:cpd15140
MNXM1140	7,8-diaminononanoate	M_dann_c	C9H21N2O2	189.2747	1	chebi:12242;chebi:17830;chebi:20765;chebi:2247;chebi:58500;bigg:dann;kegg:C01037;lipidmaps:LMFA01100062;metacyc:DIAMINONONANOATE;sabiork:5370;seed:cpd00764
MNXM114079	(2S)-2-acetolactate	M_alac__S_c	C5H7O4	131.1072	-1	chebi:11033;chebi:18409;chebi:18731;chebi:374;chebi:58476;bigg:alac__S;hmdb:HMDB06855;kegg:C06010;lipidmaps:LMFA01050460;metacyc:2-ACETO-LACTATE;sabiork:2855;seed:cpd19047
MNXM114087	(2S)-2-amino-3-oxobutanoate	M_2aobut_c	C4H7NO3	117.1033	0	chebi:13048;chebi:16944;chebi:21195;chebi:35229;chebi:40668;chebi:40673;chebi:6156;chebi:78948;bigg:2aobut;deprecated:MNXM815;hmdb:HMDB06454;kegg:C03508;lipidmaps:LMFA01060172;metacyc:AMINO-OXOBUT;reactome:6798652;sabiork:6672;seed:cpd02211
MNXM114097	(2R)-2,3-dihydroxy-3-methylbutanoate	M_23dhmb_c	C5H9O4	133.1231	-1	chebi:10966;chebi:15684;chebi:18645;chebi:305;chebi:49072;bigg:23dhmb;hmdb:HMDB12141;kegg:C04272;lipidmaps:LMFA01050453;metacyc:CPD-13357;seed:cpd19030
MNXM1141	8-amino-7-oxononanoate	M_8aonn_c	C9H17NO3	187.2362	0	chebi:12266;chebi:15830;chebi:20808;chebi:2308;chebi:57532;bigg:8aonn;deprecated:MNXM129810;hmdb:HMDB37790;kegg:C01092;lipidmaps:LMFA01060168;lipidmaps:LMFA01100058;metacyc:8-AMINO-7-OXONONANOATE;sabiork:5387;seed:cpd00800
MNXM114191	coprogen	M_cpgn_c;M_cpgn_e;M_cpgn_p	C35H53FeN6O13	821.673	0	chebi:83101;bigg:cpgn;deprecated:MNXM2998;seed:cpd15437
MNXM1142	beta-cellobiose	M_cellb_e;M_cellb_p	C12H22O11	342.2965	0	chebi:10358;chebi:22836;chebi:35462;chebi:36217;chebi:41353;bigg:cellb;hmdb:HMDB00055;kegg:C00185;kegg:C06421;kegg:C06422;kegg:G00289;metacyc:CELLOBIOSE;sabiork:102;sabiork:1655;seed:cpd03845
MNXM114220	(S)-2-hydroxy-2-ethyl-3-oxobutanoate	M_2ahbut_c	C6H9O4	145.1338	-1	chebi:18730;chebi:27681;chebi:373;chebi:49256;bigg:2ahbut;hmdb:HMDB06854;hmdb:HMDB06900;kegg:C06006;lipidmaps:LMFA01050383;metacyc:2-ACETO-2-HYDROXY-BUTYRATE;sabiork:2852;seed:cpd19045
MNXM114261	(2S,3S)-2,3-dihydroxy-2,3-dihydrobenzoate	M_23ddhb_c	C7H7O4	155.1286	-1	chebi:11420;chebi:11423;chebi:15941;chebi:19311;chebi:48968;chebi:57576;chebi:58764;chebi:877;bigg:23ddhb;deprecated:MNXM1977;kegg:C04171;metacyc:DIHYDRO-DIOH-BENZOATE;sabiork:7130;seed:cpd02566;seed:cpd29666
MNXM114283	2-Dehydro-L-gulonate	M_2dhguln_c	C6H9O7	193	-1	bigg:2dhguln;seed:cpd15351
MNXM114295	dTDP-4-amino-4,6-dideoxy-D-galactose	M_dtdp4addg_c	C16H26N3O14P2	546.3374	-1	chebi:10507;chebi:14078;chebi:15972;chebi:23539;chebi:57596;chebi:68492;chebi:68516;bigg:dtdp4addg;deprecated:MNXM11461;kegg:C04346;metacyc:TDP-D-FUCOSAMINE;seed:cpd02661;seed:cpd24124
MNXM114390	L-seryl-AMP	M_seramp_c	C13H18N6O9P	433.2911	-1	chebi:286;chebi:61231;chebi:61645;bigg:seramp;deprecated:MNXM12064;kegg:C05820;metacyc:SERYL-AMP;seed:cpd03452;seed:cpd15564
MNXM11489	Enoylglutaryl-ACP-methyl-esters	M_egmeACP_c				bigg:egmeACP;deprecated:MNXM97515;kegg:C20374;metacyc:Enoylglutaryl-ACP-methyl-esters;seed:cpd27020
MNXM11490	Enoylpimeloyl-ACP-methyl-esters	M_epmeACP_c				bigg:epmeACP;deprecated:MNXM97516;kegg:C20378;metacyc:Enoylpimeloyl-ACP-methyl-esters;seed:cpd27021
MNXM1152	N(2)-succinyl-L-ornithinate(1-)	M_sucorn_c	C9H15N2O5	231.2263	-1	chebi:21822;chebi:27574;chebi:45896;chebi:58514;chebi:7375;bigg:sucorn;hmdb:HMDB01199;kegg:C03415;metacyc:N2-SUCCINYLORNITHINE;seed:cpd02160
MNXM1157	selenite	M_slnt_c;M_slnt_e;M_slnt_p	O3Se	126.96	-2	chebi:15077;chebi:18212;chebi:26642;chebi:29924;chebi:9090;bigg:slnt;envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/853ba2d0-3106-4c3e-9578-b095546ea194;hmdb:HMDB11119;kegg:C05684;kegg:D05814;kegg:D10530;metacyc:SELENITE;reactome:5357720;seed:cpd03387
MNXM1160	(7,8-dihydropterin-6-yl)methyl diphosphate	M_6hmhptpp_c	C7H8N5O8P2	352.1163	-3	chebi:1011;chebi:11512;chebi:11517;chebi:15998;chebi:19465;chebi:57602;chebi:72950;chebi:73083;bigg:2ahhmd;bigg:6hmhptpp;deprecated:MNXM146340;deprecated:MNXM8192;deprecated:MNXM91459;kegg:C04807;metacyc:DIHYDROPTERIN-CH2OH-PP;sabiork:1834;seed:cpd02920
MNXM11605	fructoselysine Phosphate	M_frulysp_c	C12H25N2O10P	388	0	bigg:frulysp;seed:cpd15467
MNXM1165	1-phospho-alpha-D-glucuronate	M_glcur1p_e;M_glcur1p_p	C6H8O10P	271.0971	-3	chebi:11294;chebi:16787;chebi:19090;chebi:21014;chebi:28547;chebi:35145;chebi:4179;chebi:57897;chebi:681;bigg:glcur1p;deprecated:MNXM17106;deprecated:MNXM90964;deprecated:MNXM9644;hmdb:HMDB03976;hmdb:HMDB06329;kegg:C05385;metacyc:CPD-510;sabiork:1842;seed:cpd00880;seed:cpd03191
MNXM1168	2-C-methyl-D-erythritol 2,4-cyclic diphosphate	M_2mecdp_c	C5H10O9P2	276.0761	-2	chebi:1029;chebi:11481;chebi:11482;chebi:18425;chebi:58483;bigg:2mecdp;kegg:C11453;metacyc:2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE;seed:cpd08301
MNXM117	urea	M_urea_c;M_urea_e;M_urea_p	CH4N2O	60.0553	0	chebi:134711;chebi:15292;chebi:16199;chebi:27218;chebi:32285;chebi:46379;chebi:48376;chebi:9888;bigg:urea;deprecated:MNXM114078;deprecated:MNXM89668;envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/e1054e0b-a299-4b89-b470-455c007d2bc6;envipath:5882df9c-dae1-4d80-a40e-db4724271456/compound/a4a8116a-0fc4-4ad8-b192-1387a253bac6;envipath:650babc9-9d68-4b73-9332-11972ca26f7b/compound/f410026a-1678-4d69-b6ac-505c7b9fe316;hmdb:HMDB00294;kegg:C00086;kegg:D00023;kegg:D01749;kegg:D10496;metacyc:UREA;reactome:29514;reactome:374061;reactome:432019;sabiork:1798;seed:cpd00073
MNXM1170	3-dehydro-L-gulonate 6-phosphate	M_3dhgulnp_c	C6H8O10P	271.0971	-3	chebi:49039;chebi:58774;bigg:3dhgulnp;deprecated:MNXM91090;kegg:C14899;metacyc:CPD-2343;sabiork:22145;seed:cpd10596
MNXM11700	Glutaryl-ACP-methyl-esters	M_gmeACP_c				bigg:gmeACP;deprecated:MNXM97560;kegg:C20375;metacyc:Glutaryl-ACP-methyl-esters;seed:cpd27180
MNXM1176	4-hydroxy-2-oxopentanoate	M_4h2opntn_c	C5H7O4	131.1072	-1	chebi:11994;chebi:17655;chebi:1840;chebi:20377;chebi:58222;bigg:4h2opntn;deprecated:MNXM114573;envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/4cb37502-c29f-479c-9aaf-a30a57e2a9f8;envipath:4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound/8d53dd73-dfad-4b84-8c60-973b08fa7732;envipath:650babc9-9d68-4b73-9332-11972ca26f7b/compound/7b12f095-ae2a-4aad-8bc9-49be222a1d07;kegg:C03589;metacyc:CPD-14442;sabiork:6725;seed:cpd02258
MNXM1177	4-phospho-L-aspartate	M_4pasp_c	C4H6NO7P	211.0678	-2	chebi:12042;chebi:13062;chebi:15836;chebi:1925;chebi:20471;chebi:20472;chebi:21246;chebi:30407;chebi:57535;bigg:4pasp;deprecated:MNXM92004;hmdb:HMDB12250;kegg:C03082;metacyc:L-BETA-ASPARTYL-P;sabiork:1733;seed:cpd01977
MNXM1178	5-amino-6-(5-phospho-D-ribitylamino)uracil	M_5aprbu_c	C9H15N4O9P	354.2117	-2	chebi:12107;chebi:18247;chebi:2031;chebi:58421;bigg:5aprbu;deprecated:MNXM91106;hmdb:HMDB03841;kegg:C04454;metacyc:CPD-1086;seed:cpd02720
MNXM11799	Hepta-acylated core oligosaccharide lipid A (E. coli)	M_hacolipa_e	C192H333N2O101P4		-11	bigg:hacolipa
MNXM118	putrescine	M_ptrc_c;M_ptrc_e;M_ptrc_p	C4H14N2	90.1663	2	chebi:14972;chebi:17148;chebi:26405;chebi:326268;chebi:45092;chebi:8650;bigg:ptrc;deprecated:MNXM89722;deprecated:MNXM93129;hmdb:HMDB01414;hmdb:HMDB60243;kegg:C00134;metacyc:PUTRESCINE;reactome:141350;reactome:29610;sabiork:1941;seed:cpd00118;seed:cpd12215
MNXM1184	D-arabinose 5-phosphate	M_ara5p_c	C5H9O8P	228.095	-2	chebi:12916;chebi:16241;chebi:20915;chebi:4104;chebi:57693;chebi:79058;bigg:ara5p;deprecated:MNXM91542;hmdb:HMDB11734;kegg:C01112;metacyc:ARABINOSE-5P;sabiork:1478;sabiork:25303;seed:cpd00817
MNXM1189	guanosine 3',5'-bis(diphosphate)	M_ppgpp_c	C10H12N5O17P4	598.1234	-5	chebi:14376;chebi:14380;chebi:17633;chebi:24445;chebi:42747;chebi:5565;chebi:58215;chebi:77828;bigg:ppgpp;deprecated:MNXM91205;deprecated:MNXM91610;hmdb:HMDB59638;kegg:C01228;metacyc:GUANOSINE-5DP-3DP;seed:cpd00905
MNXM119	FMN	M_fmn_c;M_fmn_e;M_fmn_p	C17H18N4O9P	453.3216	-3	chebi:13317;chebi:17621;chebi:21127;chebi:42587;chebi:4960;chebi:58210;bigg:fmn;deprecated:MNXM90011;kegg:C00061;metacyc:FMN;sabiork:1673;seed:cpd00050
MNXM1191	cyanate	M_cynt_c;M_cynt_e;M_cynt_p	CHNO	43.0247	0	chebi:14037;chebi:23419;chebi:23422;chebi:28024;chebi:29195;chebi:29202;chebi:3968;bigg:cynt;deprecated:MNXM108139;deprecated:MNXM90461;envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/20a1ab57-2ac5-44c6-8390-60706fcc3fa1;hmdb:HMDB02078;kegg:C01417;kegg:C19067;metacyc:CPD-69;seed:cpd01015
MNXM1193	molybdopterin	M_mpt_c	C10H12N5O6PS2	393.337	-2	chebi:44067;chebi:44074;chebi:58698;chebi:6969;bigg:mpt;deprecated:MNXM148355;deprecated:MNXM90271;deprecated:MNXM91003;deprecated:MNXM93586;hmdb:HMDB02206;kegg:C05924;metacyc:CPD-4;reactome:947496;seed:cpd03520
MNXM1199	UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosamine	M_u23ga_c	C43H75N3O20P2	1016.0123	-2	chebi:78847;chebi:82845;bigg:u23ga;kegg:C04652;metacyc:OH-MYRISTOYL;seed:cpd02835
MNXM12	CoA	M_coa_c	C21H32N7O16P3S	763.505	-4	chebi:13294;chebi:13295;chebi:13298;chebi:15346;chebi:23355;chebi:3771;chebi:41597;chebi:41631;chebi:57287;chebi:741566;bigg:coa;deprecated:MNXM47485;deprecated:MNXM47491;deprecated:MNXM89558;deprecated:MNXM89567;envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/19310484-6aa5-4dcf-b1da-855a8c21ecfd;hmdb:HMDB01423;kegg:C00010;metacyc:CO-A;metacyc:COA-GROUP;reactome:162743;reactome:1678675;reactome:193514;reactome:2485002;reactome:29374;reactome:76194;reactome:8939024;sabiork:1265;seed:cpd00010;seed:cpd22528
MNXM1202	(2R,3R)-2,3-dihydroxy-3-methylpentanoate	M_23dhmp_c	C6H11O4	147.1497	-1	chebi:18646;chebi:27512;chebi:306;chebi:49258;bigg:23dhmp;hmdb:HMDB12140;kegg:C06007;lipidmaps:LMFA01050452;metacyc:1-KETO-2-METHYLVALERATE;seed:cpd19046
MNXM1206	alpha-Kdo-(2->6)-lipid IVA	M_kdolipid4_c	C76H137N2O30P2	1620.8466	-5	chebi:1496;chebi:20009;chebi:27439;chebi:60364;bigg:kdolipid4;deprecated:MNXM91620;kegg:C06024;kegg:G11161;metacyc:KDO-LIPID-IVA;seed:cpd03585
MNXM121	UTP	M_utp_c	C9H11N2O15P3	480.1115	-4	chebi:13510;chebi:15713;chebi:27233;chebi:37567;chebi:46397;chebi:46398;chebi:57481;chebi:9850;bigg:utp;deprecated:MNXM89696;deprecated:MNXM89731;kegg:C00075;metacyc:UTP;reactome:29494;sabiork:1288;seed:cpd00062
MNXM1212	2-succinatobenzoate	M_sucbz_c	C11H8O5	220.1793	-2	chebi:1278;chebi:12835;chebi:18325;chebi:19778;chebi:37026;chebi:44787;chebi:44788;bigg:sucbz;kegg:C02730;metacyc:O-SUCCINYLBENZOATE;sabiork:2510;seed:cpd01772
MNXM1214	3-mercaptopyruvate	M_mercppyr_c	C3H3O3S	119.12	-1	chebi:11847;chebi:14583;chebi:16208;chebi:20103;chebi:20104;chebi:57678;chebi:6767;bigg:mercppyr;envipath:650babc9-9d68-4b73-9332-11972ca26f7b/compound/867afe4f-221e-465f-b082-bf34bbb99022;hmdb:HMDB01368;kegg:C00957;metacyc:3-MERCAPTO-PYRUVATE;sabiork:2196;seed:cpd00706
MNXM1219	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate	M_2dda7p_c	C7H10O10P	285.1237	-3	chebi:1053;chebi:11544;chebi:11785;chebi:11786;chebi:18150;chebi:19523;chebi:20003;chebi:29477;chebi:58394;bigg:2dda7p;deprecated:MNXM91553;deprecated:MNXM91777;kegg:C04691;metacyc:3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P;reactome:964909;sabiork:1828;seed:cpd02857
